X,Y,id,name
9.71667,47.6333001,node/240042153,Achberg
11.2340329,47.6334851,node/240096031,Ohlstadt
8.1565565,47.6336483,node/567836936,Kuchelbach
13.0112947,47.6338981,node/6171888618,Untersalzberg II
10.3865376,47.634879,node/61907991,Petersthal
9.8499785,47.6360296,node/2267530838,Spattweg
7.813289,47.6366807,node/74298185,Wiechs
9.6314361,47.6369582,node/182807068,Laimnau
8.5110377,47.6371834,node/104071895,Baltersweil
10.0918165,47.6377119,node/183175473,Seltmans
9.7590432,47.637856,node/148474319,Neuravensburg
7.7481389,47.6395447,node/33615144,Höllstein
10.4345346,47.6401509,node/258570181,Mittelberg
10.3328278,47.6404443,node/2529000990,Ottacker
11.7442455,47.6410174,node/2625098974,Kreuth
8.0784862,47.6411618,node/29105050,Görwihl
8.2465136,47.6412423,node/629379893,Gurtweil
10.8275033,47.6413744,node/76061732,Trauchgau
9.6613276,47.641404,node/182945194,Rappertsweiler
7.7795147,47.6415301,node/74303220,Maulburg
10.1257368,47.6416917,node/64271445,Weitnau
13.0275535,47.6417693,node/6171888619,Untersalzberg I
7.6429253,47.6419637,node/29402408,Rümmingen
9.844054,47.6422191,node/2267528148,Mywiler
10.0358247,47.6423491,node/6327488967,Riedholz
10.3630451,47.642563,node/2529000985,Moosbach
8.3564474,47.6427875,node/1612301839,Schwerzen
9.8337166,47.6429586,node/60604289,Wigratzbad
10.4537571,47.6430382,node/60455426,Oy
7.7395193,47.6435624,node/240067590,Steinen
9.7671246,47.6445952,node/228830321,Schwarzenbach
11.0281567,47.6452166,node/1786908779,Wurmansau
8.4588907,47.6452828,node/1019909860,Weisweil
9.5379488,47.6461578,node/2149440883,Wolfzennen
8.1711497,47.6461636,node/431509563,Gaiß
8.1320457,47.6469308,node/430296992,Unteralpfen
9.8297912,47.6472137,node/60604288,Hergatz
8.0159559,47.6478419,node/59933654,Hogschür
9.9855553,47.6480372,node/240041512,Gestratz
12.1719882,47.6485636,node/240030706,Oberaudorf
9.6463837,47.6487184,node/182928986,Wiesertsweiler
11.1146037,47.6488448,node/343552101,Grafenaschau
8.3470934,47.6488676,node/286334703,Horheim
7.9551758,47.6491192,node/304431746,Atdorf
8.2024062,47.6492637,node/493753802,Schmitzingen
11.0152789,47.6492643,node/344291383,Altenau
10.4452737,47.6495858,node/2537646086,Kressen
7.9949119,47.6498037,node/3546197449,Niedergebisbach
8.56667,47.65,node/240031393,Jestetten
7.5999972,47.650005,node/240055058,Fischingen
9.4800858,47.6500279,node/1934380882,Friedrichshafen
7.8216997,47.6500525,node/28424917,Schopfheim
8.4007089,47.650714,node/1617627507,Rechberg
12.9628255,47.6510751,node/78494777,Bischofswiesen
13.0399883,47.6515994,node/6236907854,Unterau
13.0644986,47.6518806,node/2969610726,Oberau
9.6755945,47.6521,node/182901855,Wildpoltsweiler
10.0842346,47.6521242,node/1680288718,Klausenmühle
7.8969746,47.6526083,node/28800320,Hasel
10.0517741,47.6530323,node/295088076,Maierhöfen
11.3631895,47.6531098,node/54812232,Kochel am See
10.6069443,47.6535725,node/52021158,Seeg
8.3075052,47.6539182,node/303526393,Breitenfeld
10.6230377,47.6539878,node/2094975907,Riedegg
10.6521347,47.6542931,node/2094975913,Sulzberg
9.778331,47.6544371,node/184470614,Hiltensweiler
10.7180643,47.6548133,node/240048023,Roßhaupten
7.6262283,47.6551983,node/37101391,Schallbach
8.2541037,47.655315,node/285979855,Gutenburg
9.8747747,47.6555788,node/268640961,Maria-Thann
7.565174,47.6556421,node/27386719,Efringen-Kirchen
7.6498364,47.6558635,node/240093988,Wittlingen
9.9907722,47.655894,node/414636346,Brugg
10.6200319,47.655933,node/1726833968,Ried
10.0443417,47.6559754,node/6268578573,Happach
11.3152384,47.6561438,node/90208070,Schlehdorf
8.6029299,47.6561688,node/327073221,Altenburg
8.9101114,47.6562012,node/1435895107,Kattenhorn
13.0849211,47.6565574,node/2066089946,Gmerk
9.7027931,47.6568453,node/36304548,Neukirch
9.8534069,47.6569183,node/183149168,Wohmbrechts
9.838677,47.6572524,node/183149752,Itzlings
9.688515,47.6573273,node/182911512,Bernried
8.4215904,47.6573292,node/55644619,Erzingen
8.1492356,47.6576151,node/439196346,Oberalpfen
7.7999652,47.6580112,node/28800319,Langenau
8.2413047,47.6582006,node/240045555,Weilheim
7.5396199,47.6584833,node/30916358,Istein
10.5420679,47.6586952,node/1726833969,Rückholz
8.2214276,47.6588529,node/1628541812,Indlekofen
9.9225905,47.6591479,node/64333496,Eglofstal
9.1750718,47.659216,node/1636999091,Konstanz
8.1728605,47.6593857,node/388407723,Waldkirch
8.3651806,47.6596219,node/240058117,Wutöschingen
10.0932125,47.6599688,node/183179294,Hofen
11.7450715,47.6601705,node/2041704839,Point
8.0259978,47.660436,node/31450240,Segeten
10.349414,47.6605842,node/240046701,Sulzberg
10.2022865,47.6609547,node/294138023,Hellengerst
11.8874166,47.6611977,node/59641461,Spitzingsee
8.8873571,47.6617131,node/66708869,Öhningen (Bodensee)
7.7271254,47.6617147,node/292516756,Hägelberg
9.641866,47.6618473,node/36304473,Tannau
11.2090077,47.6620142,node/2423833366,Hechendorf
9.9327484,47.6624066,node/64328948,Eglofs
8.9300904,47.6625472,node/78566892,Wangen
10.6187205,47.6631832,node/1684489414,Hitzleried
10.0988446,47.6634987,node/460382525,Kleinweiler
11.0459923,47.6637937,node/1724649422,Linden
7.5984656,47.6643913,node/36234855,Egringen
8.0471098,47.6647046,node/31450241,Strittmatt
10.3053933,47.6647202,node/58800753,Rauns
11.7479752,47.6649086,node/1700564753,Scharling
9.7631969,47.6649754,node/36304586,Primisweiler
8.0775716,47.665196,node/1675889825,Rotzingen
9.3676364,47.6658914,node/240023482,Immenstaad am Bodensee
11.0519029,47.6659196,node/1700556846,Bad Kohlgrub
10.4225968,47.6659947,node/183269876,Oberzollhaus
10.0911355,47.6663483,node/6240010903,Argen
8.0006455,47.6665531,node/240046246,Herrischried
10.4656294,47.6665678,node/266609643,Unterschwarzenberg
10.0984335,47.6668923,node/183181766,Nellenbruck
